Title,Sentence
"Norway’s crown princess had years of contact with Epstein, files suggest","It is simply embarrassing,” she said in a statement issued by the royal palace."
"Norway’s crown princess had years of contact with Epstein, files suggest","The Norwegian media’s attention was this weekend focused on the many emails that the princess exchanged with Epstein, years after he pleaded guilty to charges that included soliciting prostitution from a minor in Florida."
"Norway’s crown princess had years of contact with Epstein, files suggest","The emails contained in the files suggested the two were close, with Mette-Marit telling Epstein that “you tickle my brain” in one message and calling him “soft hearted” and “such a sweetheart” in others."
"Norway’s crown princess had years of contact with Epstein, files suggest","In 2012, Mette-Marit told Epstein he was “very charming” and asked if it was “inappropriate for a mother to suggest two naked women carrying a surfboard for my 15 yr old sons wallpaper?”  Weeks earlier she and Epstein had traded emails about him being on a “wife hunt” in Paris."
"Norway’s crown princess had years of contact with Epstein, files suggest",She replied that the French capital was “good for adultery” and added that “Scandis (are) better wife material”.
"Norway’s crown princess had years of contact with Epstein, files suggest","In another, she thanked Epstein for flowers he had sent when she was feeling unwell, signing off with “Love, Mm.”  The exchanges regularly made mention of plans to get together, while files indicate she also stayed at his house in Palm Beach, Florida, for four days in 2013 when Epstein was not there."
"Norway’s crown princess had years of contact with Epstein, files suggest",Inclusion in the files does not imply wrongdoing.
"Norway’s crown princess had years of contact with Epstein, files suggest","In her statement on Saturday, Mette-Marit, 52, expressed her “deep sympathy and solidarity” with Epstein’s victims and said she was responsible “for not having checked Epstein’s background more closely and not understanding quickly enough what kind of person he was”."
"Norway’s crown princess had years of contact with Epstein, files suggest","The files, however, include a 2011 exchange in which Mette-Marit told Epstein that she had “Googled” him, adding “it didn’t look too good” along with a smiling emoji."
"Norway’s crown princess had years of contact with Epstein, files suggest",The email did not specify what she had found during her online search.
"Norway’s crown princess had years of contact with Epstein, files suggest",The palace said Mette-Marit had ended written contact with Epstein in 2014 as she felt he was “trying to use his relationship with the crown princess as leverage with other people”.
"Norway’s crown princess had years of contact with Epstein, files suggest","As the seven-week trial of her son gets under way in Oslo, the royal couple are not expected to attend."
"Norway’s crown princess had years of contact with Epstein, files suggest",Haakon has told reporters that Mette-Marit would be away on a private trip during that period.
"Fernández wins Costa Rican presidency, steering Latin America further right",The rightwing populist Laura Fernández has won Costa Rica’s presidential election in a landslide after promising to crack down on rising violence linked to the cocaine trade.
"Fernández wins Costa Rican presidency, steering Latin America further right","Fernández’s nearest rival, centre-right economist Álvaro Ramos, conceded defeat as results showed the ruling party far exceeding the threshold of 40% needed to avoid a runoff."
